"REF","Company (Manufacturer)","Company Location","Review Date","Country of Bean Origin","Specific Bean Origin or Bar Name","Cocoa Percent","Ingredient Nums","Ingredients","Most Memorable Characteristics","Rating"
1688,"Doble & Bignall","U.K.",2015,"Venezuela","Puerto Cabello",0.85,3,"Beans,Sugar,Cocoa Butter","intense, spicy, floral",3
1407,"Doble & Bignall","U.K.",2014,"Nicaragua","Johe",0.72,3,"Beans,Sugar,Cocoa Butter","nutty, caramel, toffee",3.5
1371,"Doble & Bignall","U.K.",2014,"Panama","Panama, Raven",0.72,3,"Beans,Sugar,Cocoa Butter","mild cherry, earthy",3.25
1371,"Doble & Bignall","U.K.",2014,"Venezuela","Puerto Cabello, Mantuano",0.72,3,"Beans,Sugar,Cocoa Butter","fatty, rasin, nutty",3.25
304,"Dolfin (Belcolade)","Belgium",2008,"Blend","Africa, West Africa",0.88,3,"Beans,Sugar,Lecithin","sticky, floral",3
63,"Dolfin (Belcolade)","Belgium",2006,"Blend","Noir",0.7,3,"Beans,Sugar,Lecithin","acidic, astringent, unpleasant",1.5
2748,"Domori","Italy",2022,"Brazil","Brazil",0.7,2,"Beans,Sugar","grassy, herbal, tea",3.5
2040,"Domori","Italy",2018,"Tanzania","Tanzania",0.7,2,"Beans,Sugar","creamy, sticky, fruit",4
1672,"Domori","Italy",2015,"Ecuador","Hacienda Victoria",0.7,2,"Beans,Sugar","floral, well developed, creamy",3.75
1672,"Domori","Italy",2015,"Venezuela","Ocumare 77",0.7,2,"Beans,Sugar","nutty, strawberry, creamy",3.75
863,"Domori","Italy",2012,"Venezuela","Guasare",0.7,2,"Beans,Sugar","creamy, coffee, caramel",3.75
863,"Domori","Italy",2012,"Tanzania","Morogoro",0.7,2,"Beans,Sugar","sticky, nutty",3.5
693,"Domori","Italy",2011,"Venezuela","Canoabo, Hacienda San Jose",0.7,2,"Beans,Sugar","smooth, intense, smoke, nut",3.5
470,"Domori","Italy",2010,"Venezuela","Chuao, Hacienda San Jose",0.7,2,"Beans,Sugar","subtle, caramel, sour milk",3
272,"Domori","Italy",2008,"Blend","Ilblend",0.7,2,"Beans,Sugar","sticky, olive",3.75
272,"Domori","Italy",2008,"Blend","Blend No. 1",0.78,2,"Beans,Sugar","sticky, grassy, coffee",3.5
227,"Domori","Italy",2008,"Venezuela","Carupano, H. San Jose",0.7,2,"Beans,Sugar","cucumber, hot spices",3
272,"Domori","Italy",2008,"Colombia","Teyuna",0.7,2,"Beans,Sugar","creamy, woody, earthy",3
111,"Domori","Italy",2007,"Venezuela","Porcelana",0.7,2,"Beans,Sugar","creamy, complex, coffee",4
192,"Domori","Italy",2007,"Ecuador","Ecuador",0.7,2,"Beans,Sugar","creamy, nuts, woody, cocoa",4
192,"Domori","Italy",2007,"Venezuela","Ocumare 67, Puertofino",0.7,2,"Beans,Sugar","creamy, mint, tobacco, olive",4
192,"Domori","Italy",2007,"Indonesia","Java, Javablond",0.7,2,"Beans,Sugar","creamy, smokey, tobacco",3.75
135,"Domori","Italy",2007,"Madagascar","Madagascar",0.7,2,"Beans,Sugar","fruity, basic cocoa",3.5
192,"Domori","Italy",2007,"Madagascar","Madagared",0.7,2,"Beans,Sugar","smooth, banana, cocoa",3.5
129,"Domori","Italy",2007,"Venezuela","Ocumare 61, Puertomar",0.75,2,"Beans,Sugar","sticky, smoke, ham, earthy",3.25
135,"Domori","Italy",2007,"Venezuela","Granella",0.6,2,"Beans,Sugar","mild spice, licorice",3.25
87,"Domori","Italy",2006,"Venezuela","Carenero Superior",0.7,2,"Beans,Sugar","creamy, basic cocoa",3.5
87,"Domori","Italy",2006,"Peru","Apurimac",0.7,2,"Beans,Sugar","floral, olive",3.25
87,"Domori","Italy",2006,"Venezuela","Sur del Lago Classificado",0.7,2,"Beans,Sugar","long lasting, fruit",3
2696,"Dormouse","U.K.",2021,"Belize","Trio Reserve, 2020 h. batch D002",0.78,3,"Beans,Sugar,Cocoa Butter","molasses notes dominate",3.25
2052,"Dormouse","U.K.",2018,"Guatemala","Verapaz, batch 254",0.72,3,"Beans,Sweetener other than white cane or beet sugar,Cocoa Butter","near perfect shine, cocoa",3.5
2096,"Dormouse","U.K.",2018,"Peru","Piura, batch 274",0.8,2,"Beans,Sweetener other than white cane or beet sugar","molasses, fruit",3.5
2052,"Dormouse","U.K.",2018,"Philippines","Kablon Farm, batch 242",0.715,3,"Beans,Sweetener other than white cane or beet sugar,Cocoa Butter","molasses notes from sugar",2.75
1880,"Dormouse","U.K.",2016,"Grenada","Non Pariel Estate",0.75,3,"Beans,Sweetener other than white cane or beet sugar,Cocoa Butter","licorice, molasses, rubber",2.75
1676,"Dormouse","U.K.",2015,"Colombia","Colombia, Batch 9",0.8,3,"Beans,Sugar,Cocoa Butter","bitter,molasses,marshmallow",2.75
1676,"Dormouse","U.K.",2015,"Madagascar","Madagascar, Batch 8",0.77,3,"Beans,Sugar,Cocoa Butter","fruity, molasses",2.75
1672,"Dormouse","U.K.",2015,"Venezuela","Rio Caribe, Batch 7",0.7,3,"Beans,Sugar,Cocoa Butter","burnt rubber, molasses",2.5
2390,"Double Spiral","U.S.A.",2019,"Dominican Republic","Hispaniola",0.75,2,"Beans,Sugar","dry, cocoa, grassy, spicy",3
2390,"Double Spiral","U.S.A.",2019,"Tanzania","Kokoa Kamili",0.7,2,"Beans,Sugar","dry, sour, sweet, mild fruit",2.75
2390,"Double Spiral","U.S.A.",2019,"Dominican Republic","Oko Caribe",0.75,2,"Beans,Sugar","dry, earthy, walnut",2.5
2836,"Ducrey","U.S.A.",2023,"Peru","Piura, batch 050223",0.7,2,"Beans,Sugar","bold, grapes, roasty, chocolatey",3.5
2836,"Ducrey","U.S.A.",2023,"Haiti","PISA, batch 040523",0.6,2,"Beans,Sugar","gritty,sweet,brownie,maple syrup",3
2836,"Ducrey","U.S.A.",2023,"Peru","Piura, batch 042023",0.75,2,"Beans,Sugar","savory, sl. sour",3
2848,"Ducrey","U.S.A.",2023,"Peru","Chuncho, Cusco",0.75,2,"Beans,Sugar","malted hot cocoa, sandy, roasty",3
2852,"Ducrey","U.S.A.",2023,"Peru","Chuncho, Cusco, b. 090723",0.6,2,"Beans,Sugar","very sweet, cocoa",3
2852,"Ducrey","U.S.A.",2023,"Mexico","Tabasco",0.7,2,"Beans,Sugar","burnt brownie, sweet",3
2752,"Ducrey","U.S.A.",2022,"Dominican Republic","Zorzal, Cibao, San Francisco de Macoris",0.7,2,"Beans,Sugar","tobacco, roasty, hint of fruit",3.25
2752,"Ducrey","U.S.A.",2022,"Haiti","Pisa",0.7,2,"Beans,Sugar","rich brownie, roasty, coffee",3.25
2752,"Ducrey","U.S.A.",2022,"Nicaragua","O'Payo, Wasalala Co-op",0.75,2,"Beans,Sugar","earthy, dirty",2.75
2648,"Duffy's","U.K.",2021,"Nicaragua","Juno, batch 201006",0.7,4,"Beans,Sugar,Cocoa Butter,Lecithin","fruit, holiday spice",3.5
2366,"Duffy's","U.K.",2019,"Philippines","South Cotabato",0.7,4,"Beans,Sugar,Cocoa Butter,Lecithin","cocoa, honey, watery, sweet",3.5
2100,"Duffy's","U.K.",2018,"Guatemala","Mayan Red",0.8,4,"Beans,Sugar,Cocoa Butter,Lecithin","intense earthy, cocoa, roasty",3.25
1964,"Duffy's","U.K.",2017,"Nigeria","Eti-Oni",0.7,4,"Beans,Sugar,Cocoa Butter,Lecithin","candy like off flavor",2.75
1662,"Duffy's","U.K.",2015,"Guatemala","Rio Dulce, Xoco",0.7,4,"Beans,Sugar,Cocoa Butter,Lecithin","intense, spicy, butterscotch",4
1331,"Duffy's","U.K.",2014,"Nicaragua","Rico Rugoso, Xoco",0.76,4,"Beans,Sugar,Cocoa Butter,Lecithin","black pepper, rich, intense",3.75
1331,"Duffy's","U.K.",2014,"Nicaragua","Chuno, Xoco",0.7,4,"Beans,Sugar,Cocoa Butter,Lecithin","sandy, full bodied, spicy",3.5
923,"Duffy's","U.K.",2012,"Venezuela","Ocumare",0.72,3,"Beans,Sugar,Cocoa Butter","creamy, nutty",3.75
623,"Duffy's","U.K.",2011,"Honduras","Indio Rojo, Xoco",0.72,3,"Beans,Sugar,Cocoa Butter","dried fruit, grapes, sour",3.75
661,"Duffy's","U.K.",2011,"Dominican Republic","Dominican Republic",0.65,3,"Beans,Sugar,Cocoa Butter","heavy roast, woody, berry",3.5
765,"Duffy's","U.K.",2011,"Venezuela","Ocumare",0.71,3,"Beans,Sugar,Cocoa Butter","intense cocoa",3.5
697,"Duffy's","U.K.",2011,"Nicaragua","Nicaliso, Xoco",0.71,3,"Beans,Sugar,Cocoa Butter","intense, almond, coffee",3.25
697,"Duffy's","U.K.",2011,"Panama","Bocas del Toro, Tierra Oscura",0.72,3,"Beans,Sugar,Cocoa Butter","licorice, leathery",3
516,"Duffy's","U.K.",2010,"Ecuador","Corazon del Ecuador, Calceta beans",0.72,3,"Beans,Sugar,Cocoa Butter","rich cocoa, fruity, strong floral",3.75
523,"Duffy's","U.K.",2010,"Peru","Star of Peru",0.7,3,"Beans,Sugar,Cocoa Butter","dark forest berry, spice",3.75
516,"Duffy's","U.K.",2010,"Panama","Panama",0.7,3,"Beans,Sugar,Cocoa Butter","caramel and cocoa",3.5
523,"Duffy's","U.K.",2010,"Ecuador","Star of Ecuador",0.7,3,"Beans,Sugar,Cocoa Butter","chalky, bread, dirt",2.5
1506,"Dulcinea","U.S.A.",2015,"Dominican Republic","Dominican Republic, batch 1507",0.7,2,"Beans,Sugar","coarse, earthy, mild banana",3.25
2040,"Durci","U.S.A.",2018,"Peru","Piura Blanco",0.7,3,"Beans,Sugar,Cocoa Butter","smoth, dense, grape",4
1630,"Durci","U.S.A.",2015,"Ecuador","Corona Arriba",0.7,3,"Beans,Sugar,Cocoa Butter","blackberry and cinnamon",4
1626,"Durci","U.S.A.",2015,"Peru","Maranon, Joya Rara",0.7,3,"Beans,Sugar,Cocoa Butter","sandy, orange, butterscotch",3.5
1626,"Durci","U.S.A.",2015,"Venezuela","Rio Caribe, Tepui Treasure",0.7,3,"Beans,Sugar,Cocoa Butter","fatty, roasty, intense brownie",3.5
1630,"Durci","U.S.A.",2015,"Dominican Republic","Taino Secret",0.7,3,"Beans,Sugar,Cocoa Butter","dates, acidic, rich cocoa",3.25
1630,"Durci","U.S.A.",2015,"Venezuela","Carenero, Empyrean Sabor",0.7,3,"Beans,Sugar,Cocoa Butter","cherry, earthy, tobacco",3.25
2744,"DWAAR","U.S.A.",2022,"Dominican Republic","Zorzal",0.7,3,"Beans,Sugar,Cocoa Butter","accidental spicy (Kulfi?), burn",3
1343,"East Van Roasters","Canada",2014,"Dominican Republic","Dominican Republic, batch DR113",0.7,3,"Beans,Sugar,Cocoa Butter","spicy, cocoa",3.75
1343,"East Van Roasters","Canada",2014,"Madagascar","Madagascar, batch M132",0.7,3,"Beans,Sugar,Cocoa Butter","ultra fruity",3.5
1343,"East Van Roasters","Canada",2014,"Peru","Peru, batch P116",0.7,3,"Beans,Sugar,Cocoa Butter","waxy, spicy, tobacco",3.25
1812,"Eau de Rose","Canada",2016,"Colombia","Tumaco",0.7,3,"Beans,Sugar,Cocoa Butter","dried fruit, strong floral",3.25
1812,"Eau de Rose","Canada",2016,"Colombia","Arauca",0.7,3,"Beans,Sugar,Cocoa Butter","mild, dried fruit, chocolate",3.25
919,"Eclat (Felchlin)","U.S.A.",2012,"Peru","Maranon, Good & Evil, w/ nibs",0.72,3,"Beans,Sugar,Cocoa Butter","buttery, burlap",2.75
2358,"Eclat (Fruition)","U.S.A.",2019,"Peru","NOE, nacional/criollo, batch 1",0.8,2,"Beans,Sugar","nutty, almond butter",3.5
1876,"Edelmond","Germany",2016,"Venezuela","Porcelana",0.68,2,"Beans,Sugar","dry, gritty, cardboard, nutty",3
2800,"Eigen","U.S.A.",2022,"Vietnam","Ben Tre",0.7,3,"Beans,Sugar,Cocoa Butter","complex, tart, sweet, hazelnut",3.5
2804,"Eigen","U.S.A.",2022,"Colombia","Gigante Huila",0.7,3,"Beans,Sugar,Cocoa Butter","toffee, caramel, sl. Fatty",3.5
2800,"Eigen","U.S.A.",2022,"Tanzania","Kokoa Kamili",0.7,3,"Beans,Sugar,Cocoa Butter","creamy, minted cocoa, fruit",3.25
2800,"Eigen","U.S.A.",2022,"Vietnam","Lam Dong",0.62,3,"Beans,Sugar,Cocoa Butter","sweet, smooth, caramel, cocoa",3.25
2800,"Eigen","U.S.A.",2022,"Trinidad","Rio Claro",0.7,3,"Beans,Sugar,Cocoa Butter","vegetal, rubbery, burnt, off",3
2804,"Eigen","U.S.A.",2022,"Dominican Republic","Zorzal",0.7,3,"Beans,Sugar,Cocoa Butter","cashew, dried fruit, coffee AT",3
2534,"El Buen","U.S.A.",2020,"Madagascar","Akessons, Sambirano Valley",0.7,2,"Beans,Sugar","molasses, red fruit, astringent",3
2534,"El Buen","U.S.A.",2020,"Colombia","Tumaco",0.7,2,"Beans,Sugar","cocoa, spice, alcohol, dirty",3
709,"El Ceibo","Bolivia",2011,"Bolivia","Alto Beni, Covendo Region",0.75,4,"Beans,Sugar,Cocoa Butter,Lecithin","nutty, rich, red berry",3.75
252,"El Ceibo","Bolivia",2008,"Bolivia","Alto Beni",0.71,4,"Beans,Sugar,Cocoa Butter,Lecithin","lemon, tart, burnt, chemical",2.75
1662,"El Rey","Venezuela",2015,"Venezuela","San Joaquin",0.7,5,"Beans,Sugar,Cocoa Butter,Vanilla,Lecithin","spicy, caramel, vanilla",3.75
439,"El Rey","Venezuela",2009,"Venezuela","Rio Caribe, Macuro",0.7,5,"Beans,Sugar,Cocoa Butter,Vanilla,Lecithin","sandy,bold,cherry,peanut butter",3
439,"El Rey","Venezuela",2009,"Venezuela","Rio Caribe, Cariaco",0.605,5,"Beans,Sugar,Cocoa Butter,Vanilla,Lecithin","very sweet, marshmallow",2.75
206,"El Rey","Venezuela",2008,"Venezuela","Carenero Superior, Mijao",0.61,5,"Beans,Sugar,Cocoa Butter,Vanilla,Lecithin","muted, cherry, banana",3
206,"El Rey","Venezuela",2008,"Venezuela","Carenero Superior, Apamate",0.74,5,"Beans,Sugar,Cocoa Butter,Vanilla,Lecithin","sandy, banana, sour",2.5
206,"El Rey","Venezuela",2008,"Venezuela","Carenero Superior, Bucare",0.58,5,"Beans,Sugar,Cocoa Butter,Vanilla,Lecithin","gritty, sweet, banana, smoke",2.5
32,"El Rey","Venezuela",2006,"Venezuela","Carenero Superior, Gran Saman",0.7,5,"Beans,Sugar,Cocoa Butter,Vanilla,Lecithin","gritty, chalky, earthy, sour",2.75
2728,"Eldora","U.S.A.",2022,"Uganda","Semuliki, 2019 harvest, batch 1575",0.7,3,"Beans,Sugar,Cocoa Butter","simple, mild caramel, choco",3.75
2724,"Eldora","U.S.A.",2022,"Tanzania","Kokoa Kamili, 2020 harvest, batch 1574",0.7,3,"Beans,Sugar,Cocoa Butter","heavy roast, choco, coffee-like",3.5
2728,"Eldora","U.S.A.",2022,"Belize","Maya Mtn., 2019 harvest, batch 1573",0.7,3,"Beans,Sugar,Cocoa Butter","dried fruit, raisiny, mild roast",3.5
2724,"Eldora","U.S.A.",2022,"Madagascar","Lazan'ny, 2019 harvest, batch 1547",0.7,3,"Beans,Sugar,Cocoa Butter","roasty, hammy, sour",3.25
2728,"Eldora","U.S.A.",2022,"Ecuador","Puerto Quito, 2021 harvest, batch 1560",0.7,3,"Beans,Sugar,Cocoa Butter","fatty, floral, rum, roasty",3
2728,"Eldora","U.S.A.",2022,"Dominican Republic","Zorzal, 2021 harvest, batch 1549",0.7,3,"Beans,Sugar,Cocoa Butter","dominate roast, fruit then earthy",3
2382,"Eldora","U.S.A.",2019,"Guatemala","Polochic, batch 711",0.7,3,"Beans,Sugar,Cocoa Butter","cocoa, fig notes",3.5
1137,"Emerald Estate","St. Lucia",2013,"St. Lucia","Emerald Estate",0.7,2,"Beans,Sugar","sandy, tannic, earthy",3.25
1137,"Emerald Estate","St. Lucia",2013,"St. Lucia","Emerald Estate",0.6,2,"Beans,Sugar","low refinement, too sweet",2.75
1454,"Emily's","Japan",2015,"Peru","Peru",0.78,3,"Beans,Sugar,Cocoa Butter","brownine, nutty",3.5
1450,"Emily's","Japan",2015,"Venezuela","Patanemo",0.79,3,"Beans,Sugar,Cocoa Butter","coarse, woody, roasty",3
2108,"Encuentro","France",2018,"Haiti","Pisa w/ nibs",0.7,2,"Beans,Sugar","simple, mild cocoa, fruit",3.5
2108,"Encuentro","France",2018,"Guatemala","Asochivite",0.7,2,"Beans,Sugar","spicy, sweet,",3.5
2118,"Encuentro","France",2018,"Madagascar","Bejofo",0.7,2,"Beans,Sugar","fruity, roasty",3.5
2114,"Encuentro","France",2018,"Dominican Republic","Oko Caribe",0.7,2,"Beans,Sugar","earthy, floral, cocoa",3.25
2350,"ENNA","U.S.A.",2019,"Trinidad","Maiden Voyage Estate, Herbert Pasqual",0.72,3,"Beans,Sugar,Cocoa Butter","muddy, raisins, nut, rubbery",3.5
2350,"ENNA","U.S.A.",2019,"Tanzania","Kokoa Kamili",0.8,3,"Beans,Sugar,Cocoa Butter","fruit, dirty",3
2350,"ENNA","U.S.A.",2019,"Sierra Leone","Gola Rainforest",0.7,3,"Beans,Sugar,Cocoa Butter","dirty, earthy, burnt, honey",2.5
2198,"ENNA","U.S.A.",2018,"Vietnam","Ben Tre, batch 77",0.72,2,"Beans,Sugar","intens, brownie, spicy, metal",3
1916,"ENNA","U.S.A.",2016,"Honduras","Wampusirpi, batch 007",0.75,2,"Beans,Sugar","carrots, heavy roast",3.25
1205,"Erithaj (A. Morin)","France",2014,"Vietnam","Ben Tre",0.7,3,"Beans,Sugar,Cocoa Butter","spicy, green, long, intense",3.25
1209,"Erithaj (A. Morin)","France",2014,"Vietnam","Ba Lai, Mekong Delta",0.74,3,"Beans,Sugar,Cocoa Butter","grit,smoke, wood, blackberry",3.25
1209,"Erithaj (A. Morin)","France",2014,"Vietnam","Ham Luong",0.8,3,"Beans,Sugar,Cocoa Butter","mild bitter, smoke, hammy",3
2570,"Escazu","U.S.A.",2021,"Colombia","Arhuacos, Sierra Nevada, batch 060221",0.7,2,"Beans,Sugar","mild licorice, late mocha",3.5
2570,"Escazu","U.S.A.",2021,"Blend","""Roasted Cocoa Nibs"", Latin America Blend, b.060321",0.65,3,"Beans,Sugar,Cocoa Butter","sweet, too few nibs, cocoa",3
903,"Escazu","U.S.A.",2012,"Venezuela","Rio Caribe",0.7,4,"Beans,Sugar,Cocoa Butter,Vanilla","nutty, ginger, off notes",2.75
423,"Escazu","U.S.A.",2009,"Venezuela","Carenero Superior",0.81,4,"Beans,Sugar,Cocoa Butter,Vanilla","hazelnut, fruit, slight bitter",3.5
431,"Escazu","U.S.A.",2009,"Blend","Carenero, Guapiles, Ocumare blend",0.74,4,"Beans,Sugar,Cocoa Butter,Vanilla","sweet, vanilla, sticky",2.75
414,"Escazu","U.S.A.",2009,"Costa Rica","Guapiles",0.65,4,"Beans,Sugar,Cocoa Butter,Vanilla","sticky, slight plum, medicinal",2
252,"Escazu","U.S.A.",2008,"Venezuela","Ocumare",0.72,4,"Beans,Sugar,Cocoa Butter,Vanilla","woody, cocoa",3
2828,"Essenz","Spain",2023,"Uganda","Uganda",0.8,2,"Beans,Sugar","fatty, fruit, deep cocoa",3.25
666,"Ethel's Artisan (Mars)","U.S.A.",2011,"Blend","Red Vanilla",0.62,4,"Beans,Sugar,Cocoa Butter,Vanilla","sweet, vanilla, mild banana",2.75
666,"Ethel's Artisan (Mars)","U.S.A.",2011,"Blend","Peru, Madagascar",0.55,4,"Beans,Sugar,Cocoa Butter,Vanilla","gritty,overyly sweet,fruit punch",2.5
666,"Ethel's Artisan (Mars)","U.S.A.",2011,"Trinidad","Trinidad",0.55,4,"Beans,Sugar,Cocoa Butter,Vanilla","grits, very sweet, banana",2.5
666,"Ethel's Artisan (Mars)","U.S.A.",2011,"Venezuela","Porcelana",0.7,4,"Beans,Sugar,Cocoa Butter,Vanilla","strong vanilla, strawberry, nut",2.5
672,"Ethel's Artisan (Mars)","U.S.A.",2011,"Blend","Venezuela, Trinidad",0.62,4,"Beans,Sugar,Cocoa Butter,Vanilla","gritty, sweet, vanilla, woody",2.5
2812,"Ethereal","U.S.A.",2023,"Haiti","Haiti",0.7,2,"Beans,Sugar","sandy, sweet, candy-like",2.5
2664,"Ethereal","U.S.A.",2021,"Uganda","Uganda",0.7,3,"Beans,Sugar,Cocoa Butter","sandy, basic cocoa, sweet",3
2142,"Ethereal","U.S.A.",2018,"Guatemala","Guatemala",0.8,3,"Beans,Sugar,Cocoa Butter","prominent plum note",3.5
1275,"Ethereal","U.S.A.",2014,"Dominican Republic","Dominican Republic",0.8,3,"Beans,Sugar,Cocoa Butter","coarse, mild bitter, raisin",3.75
1275,"Ethereal","U.S.A.",2014,"Ecuador","Ecuador",0.8,3,"Beans,Sugar,Cocoa Butter","spicy, roasty, mild bitter",3.5
1275,"Ethereal","U.S.A.",2014,"Belize","Belize",0.8,3,"Beans,Sugar,Cocoa Butter","mild fruit, earthy",3
2450,"Exquisito","U.S.A.",2019,"Peru","Maranon, Fortunato",0.73,3,"Beans,Sugar,Cocoa Butter","dominated by heavy roast",3
565,"Fearless (AMMA)","U.S.A.",2010,"Brazil","Monte Alegre, D. Badaro, Raw, Organic",0.75,2,"Beans,Sugar","perfume, floral, vanilla",2.75
1732,"Feitoria Cacao","Portugal",2016,"Jamaica","Blue Mountain",0.76,2,"Beans,Sugar","roasty, spicy, nutty",3
1736,"Feitoria Cacao","Portugal",2016,"Belize","Maya Mountain",0.76,2,"Beans,Sugar","metallic, off notes, powdery",2.75
1736,"Feitoria Cacao","Portugal",2016,"Venezuela","Cuyagua",0.76,2,"Beans,Sugar","fatty, sandy, nutty, off notes",2.5
494,"Felchlin","Switzerland",2010,"Grenada","Grenada",0.58,5,"Beans,Sugar,Cocoa Butter,Vanilla,Lecithin","spicey, marshmallow",3.5
56,"Felchlin","Switzerland",2006,"Bolivia","Alto Beni, Cru Savage",0.68,5,"Beans,Sugar,Cocoa Butter,Vanilla,Lecithin","complex, raspberry, cocoa",4
48,"Felchlin","Switzerland",2006,"Ecuador","Arriba",0.72,5,"Beans,Sugar,Cocoa Butter,Vanilla,Lecithin","fatty, rich, spice, nutty",3.5
48,"Felchlin","Switzerland",2006,"Madagascar","Madagascar, Grand Cru",0.64,5,"Beans,Sugar,Cocoa Butter,Vanilla,Lecithin","basic cocoa, short length",3
48,"Felchlin","Switzerland",2006,"Venezuela","Maracaibo Clasificado",0.65,5,"Beans,Sugar,Cocoa Butter,Vanilla,Lecithin","creamy, floral, complex",3
105,"Felchlin","Switzerland",2006,"Dominican Republic","Elvesia P.",0.74,5,"Beans,Sugar,Cocoa Butter,Vanilla,Lecithin","creamy, roasty, cocoa",3
105,"Felchlin","Switzerland",2006,"Blend","Supremo- SF",0.62,5,"Beans,Sugar,Cocoa Butter,Vanilla,Lecithin","malitol, cocoa",2
1283,"Finca","U.S.A.",2014,"Dominican Republic","Dominican Republic",0.7,3,"Beans,Sugar,Cocoa Butter","sandy, sweet, mild fruit",3.25
1283,"Finca","U.S.A.",2014,"Dominican Republic","Dominican Republic",0.8,3,"Beans,Sugar,Cocoa Butter","molasses, licorice, bitter",3
1287,"Finca","U.S.A.",2014,"Dominican Republic","Dominican Republic",0.85,3,"Beans,Sugar,Cocoa Butter","intense, molasses, bitter",2.5
1283,"Finca","U.S.A.",2014,"Puerto Rico","Puerto Rico",0.65,3,"Beans,Sugar,Cocoa Butter","intense, molasses, sweet",2.25
2486,"Finnia","Canada",2020,"Blend","Ucayali (Peru), Papua New G., Tabasco (Mexico)",0.7,3,"Beans,Sugar,Cocoa Butter","fruit, cocoa, fatty",3.25
2478,"Finnia","Canada",2020,"Mexico","Mexico",0.7,3,"Beans,Sugar,Cocoa Butter","banana, bland, sour, off",3
2474,"Finnia","Canada",2020,"Honduras","Honduras",0.7,3,"Beans,Sugar,Cocoa Butter","off, hammy, roasty",2.75
2482,"Finnia","Canada",2020,"Colombia","Chigorodo, batch 001",0.7,3,"Beans,Sugar,Cocoa Butter","nutty, melon, vinegar",2.75
2398,"Firetree","U.K.",2019,"Vanuatu","Malekula Island",0.72,4,"Beans,Sugar,Cocoa Butter,Lecithin","cherry, cocoa, creamy",3.75
2394,"Firetree","U.K.",2019,"Papua New Guinea","Karkar Island",0.72,4,"Beans,Sugar,Cocoa Butter,Lecithin","caramel, acidic, creamy",3.5
2398,"Firetree","U.K.",2019,"Solomon Islands","Guadalcanal",0.69,4,"Beans,Sugar,Cocoa Butter,Lecithin","plums, cocoa",3.5
2398,"Firetree","U.K.",2019,"Philippines","Mindanao Island",0.73,4,"Beans,Sugar,Cocoa Butter,Lecithin","creamy, honey, mild hammy",3.25
2150,"Five (5)Mile","U.S.A.",2018,"Dominican Republic","Oko Caribe, San Fran. De Mac.,batch A",0.75,2,"Beans,Sugar","roasty, simple",3.5
2154,"Five (5)Mile","U.S.A.",2018,"Colombia","Tumaco, batch 23abc",0.75,2,"Beans,Sugar","high acidity, bitter, nutty",3
2154,"Five (5)Mile","U.S.A.",2018,"Belize","Maya Mtn, batch 7C",0.75,2,"Beans,Sugar","hammy, dried fruit",2.75
2154,"Five (5)Mile","U.S.A.",2018,"Guatemala","Monte Grande, batch 18",0.75,2,"Beans,Sugar","hammy, large grits",2.75
2206,"FJAK","Norway",2018,"India","Goground",0.68,3,"Beans,Sugar,Cocoa Butter","muted, mild sweet cocoa",3.5
2206,"FJAK","Norway",2018,"Tanzania","Kokoa Kamili",0.7,3,"Beans,Sugar,Cocoa Butter","fruit, spicy mild molasses",3.5
2202,"FJAK","Norway",2018,"Madagascar","Bejofo",0.7,3,"Beans,Sugar,Cocoa Butter","molasses, sour notes",3
1267,"Forever Cacao","U.K.",2014,"Peru","Rio Eni",0.72,3,"Beans,Sweetener other than white cane or beet sugar,Cocoa Butter","coconut, true to sugar bar",2.75
1776,"Forteza (Cortes)","Puerto Rico",2016,"Dominican Republic","Dominican Republic",0.7,6,"Beans,Sugar,Cocoa Butter,Vanilla,Lecithin,Salt","strong vanilla, earthy, nutty",2.75
1776,"Forteza (Cortes)","Puerto Rico",2016,"Dominican Republic","Puerto Rico",0.8,6,"Beans,Sugar,Cocoa Butter,Vanilla,Lecithin,Salt","vanilla, dried fruit, nuts",2.75
2712,"Fossa","Singapore",2021,"Indonesia","Burang, Popayato-Paquat microlot, Goranulo Province",0.72,2,"Beans,Sugar","dried fruit (fig), black licorice",3.5
